Sampling rate,k,mse,accuracy,mae
0.0016667,1,0.00015886571140072192,0.0,0.0033848469611257315
0.0016667,2,0.002053079060278833,0.0,0.043485354632139206
0.0016667,4,0.0002121693579829298,0.0,0.010578942485153675
0.0016667,8,6.965355467400514e-05,0.0,0.008281242102384567
0.0016667,16,5.615564761683345e-05,0.0,0.007482806220650673
0.0016667,32,1.3551984602599988e-06,0.0,0.0011358234332874417
0.016667,1,0.06710870862007141,0.0,0.19292102754116058
0.016667,2,1.2464554738998412,0.0,1.0889041423797607
0.016667,4,0.8101169872283935,0.0,0.8653935194015503
0.016667,8,1.169408826828003,0.0,1.052931785583496
0.016667,16,2.048058567047119,0.0,1.4100804328918457
0.016667,32,0.3514199542999268,0.0,0.5380560159683228
1,1,34.18202751159668,0.0,5.136069297790527
1,2,42.808152465820314,0.0,5.837043285369873
1,4,33.11556083679199,0.0,4.891905307769775
1,8,35.53378967285156,0.0,5.073122978210449
1,16,35.53202117919922,0.0,5.0727434158325195
1,32,44.97701934814453,0.0,6.142255783081055
15,1,42.9190234375,0.0,4.679973602294922
15,2,41.78667404174805,0.0,4.5873894691467285
15,4,40.546112823486325,0.0,4.525200366973877
15,8,40.51876663208008,0.0,4.527216911315918
15,16,40.519506225585936,0.0,4.541974067687988
15,32,40.5003205871582,0.0,4.520182132720947
30,1,0.0002871789812343195,0.0,0.013081824406981468
30,2,0.0004910435737110674,0.0,0.021865684539079666
30,4,3.178512706654146e-05,0.0,0.005408872850239277
30,8,0.0028900875803083183,0.0,0.05298023298382759
30,16,0.0002067167148925364,0.0,0.011599808000028133
30,32,0.0008617923059500754,0.0,0.02214500494301319
55,1,45.60134765625,0.0,6.0859761238098145
55,2,40.11173645019531,0.0,5.552606105804443
55,4,37.19781524658203,0.0,5.275468826293945
55,8,40.465537109375,0.0,5.546951770782471
55,16,37.19441925048828,0.0,5.267565727233887
55,32,37.48090835571289,0.0,5.286571025848389
